"","response1","response2","response3","f1","f2"
"1",0.768125495446264,2.00904229071969,0.768125495446264,"A","x"
"2",-0.180273625947151,1.35865295736249,-0.180273625947151,"A","x"
"3",-0.851090703884015,-0.0102946697636197,-0.851090703884015,"A","x"
"4",0.041865640221624,0.656826492070633,0.041865640221624,"A","x"
"5",-0.284747882541237,0.402585342804555,-0.284747882541237,"A","x"
"6",-0.365545059783249,1.91610118525846,-0.365545059783249,"A","x"
"7",-0.454829016523432,-0.747419728796238,-0.454829016523432,"A","x"
"8",0.165252396404597,0.968266598678755,0.165252396404597,"A","x"
"9",-0.227751495315092,-0.413083356888042,-0.227751495315092,"A","x"
"10",0.636375665496069,1.60774703027821,0.636375665496069,"A","x"
"11",0.120584699731633,0.120584699731633,0.120584699731633,"A","y"
"12",-0.00107814092854263,-0.00107814092854263,-0.00107814092854263,"A","y"
"13",0.245283632457091,0.245283632457091,0.245283632457091,"A","y"
"14",0.499403064717482,0.499403064717482,0.499403064717482,"A","y"
"15",0.820989003192853,0.820989003192853,0.820989003192853,"A","y"
"16",0.3418635363003,0.3418635363003,0.3418635363003,"A","y"
"17",-0.195291900831436,-0.195291900831436,-0.195291900831436,"A","y"
"18",0.127702041844027,0.127702041844027,0.127702041844027,"A","y"
"19",0.162240959100764,0.162240959100764,0.162240959100764,"A","y"
"20",-0.352238816724913,-0.352238816724913,-0.352238816724913,"A","y"
"21",0.809233897419345,2.05015069269277,0.809233897419345,"B","x"
"22",0.753228717408761,2.2921553007184,0.753228717408761,"B","x"
"23",0.701767183911745,1.54256321803214,0.701767183911745,"B","x"
"24",0.845181034165185,1.46014188601419,0.845181034165185,"B","x"
"25",1.8564916343433,2.5438248596891,1.8564916343433,"B","x"
"26",1.70363618693552,3.98528243197723,1.70363618693552,"B","x"
"27",1.38720332871415,1.09461261644135,1.38720332871415,"B","x"
"28",0.746217842349994,1.54923204462415,0.746217842349994,"B","x"
"29",1.01619449769018,0.830862636117231,1.01619449769018,"B","x"
"30",0.980513906457486,1.95188527123963,0.980513906457486,"B","x"
"31",1.5772226063083,1.5772226063083,1.5772226063083,"B","y"
"32",1.46127912408412,1.46127912408412,1.46127912408412,"B","y"
"33",1.61600355310468,1.61600355310468,1.61600355310468,"B","y"
"34",1.01423972315664,1.01423972315664,1.01423972315664,"B","y"
"35",-0.263069359455634,-0.263069359455634,-0.263069359455634,"B","y"
"36",0.771119123569224,0.771119123569224,0.771119123569224,"B","y"
"37",1.46993368753446,1.46993368753446,1.46993368753446,"B","y"
"38",0.732699682557259,0.732699682557259,0.732699682557259,"B","y"
"39",0.152615525458604,0.152615525458604,0.152615525458604,"B","y"
"40",1.47648041500722,1.47648041500722,1.47648041500722,"B","y"
"41",1.35158170468565,2.59249849995907,1.35158170468565,"C","x"
"42",1.82330163836456,3.3622282216742,1.82330163836456,"C","x"
"43",1.73148148144585,2.57227751556625,1.73148148144585,"C","x"
"44",1.85900029580603,2.47396114765504,1.85900029580603,"C","x"
"45",1.39141993363945,2.07875315898524,1.39141993363945,"C","x"
"46",2.25141717558658,4.53306342062829,2.25141717558658,"C","x"
"47",1.6516793251857,1.35908861291289,1.6516793251857,"C","x"
"48",1.49061146910646,2.29362567138062,1.49061146910646,"C","x"
"49",1.1406362978899,0.955304436316946,1.1406362978899,"C","x"
"50",1.29138014481635,2.2627515095985,1.29138014481635,"C","x"
"51",1.54879079312988,1.54879079312988,-0.962734040044348,"C","y"
"52",2.06192313845197,2.06192313845197,-0.206886663803091,"C","y"
"53",2.47787770637383,2.47787770637383,0.498926683714186,"C","y"
"54",2.0387438676218,2.0387438676218,-0.37610749883593,"C","y"
"55",2.63278512237883,2.63278512237883,0.502429020046462,"C","y"
"56",1.96123383587454,1.96123383587454,0.979143870530207,"C","y"
"57",2.04875017711027,2.04875017711027,1.35317024675342,"C","y"
"58",2.64704531114351,2.64704531114351,2.31878414348945,"C","y"
"59",2.12944615356069,2.12944615356069,1.36771990699597,"C","y"
"60",1.81031654278351,1.81031654278351,-1.48604983214786,"C","y"
